row_id,algorithm,config_id,backend_name,target_group,budget,candidate_correct,holdout_unique_leader,holdout_candidate_mass,contrast,gap,rank_p,pass_inspect_all,pass_unique_mode,pass_contrast_0.2,pass_contrast_0.5,pass_contrast_0.8,pass_rank_0.05,pass_rank_0.01,pass_contrast_0.2_and_rank_0.05,pass_gap_0.05
22,GROVER,H3-1,ibm_fez,singleton,256,1.0,1.0,0.7288628472222223,0.8340526969596946,0.6545572916666667,9.481090783248445e-34,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0
22,GROVER,H3-1,ibm_fez,singleton,512,1.0,1.0,0.7266276041666667,0.846267656019096,0.666015625,9.93549918050444e-69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,GROVER,H3-1,ibm_fez,singleton,64,1.0,1.0,0.7351388888888889,0.8014148777728275,0.64375,4.446994243401115e-08,1.0,1.0,1.0,1.0,0.5333333333333333,1.0,1.0,1.0,1.0
23,GROVER,H3-1,ibm_fez,singleton,128,1.0,1.0,0.7360491071428572,0.8290021348191827,0.6552083333333333,8.113559696200002e-16,1.0,1.0,1.0,1.0,0.7666666666666667,1.0,1.0,1.0,1.0
23,GROVER,H3-1,ibm_fez,singleton,256,1.0,1.0,0.7320746527777777,0.8496947173402296,0.6811197916666667,1.711471966817337e-35,1.0,1.0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,1.0
23,GROVER,H3-1,ibm_fez,singleton,512,1.0,1.0,0.7371744791666667,0.8528952208686842,0.6735026041666666,2.5998912022067553e-70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,GROVER,H3-2,ibm_fez,singleton,64,0.9666666666666667,0.9666666666666667,0.2791666666666667,0.2723810925688553,0.12708333333333333,0.2882201683894285,1.0,1.0,0.7333333333333333,0.03333333333333333,0.0,0.2,0.0,0.2,0.8666666666666667
24,GROVER,H3-2,ibm_fez,singleton,128,0.9666666666666667,0.9666666666666667,0.2795758928571429,0.2489718374866508,0.1140625,0.16615609564493805,1.0,1.0,0.7,0.0,0.0,0.43333333333333335,0.23333333333333334,0.43333333333333335,0.9
24,GROVER,H3-2,ibm_fez,singleton,256,1.0,1.0,0.2814670138888889,0.28230403036158863,0.12877604166666667,0.028757804064226858,1.0,1.0,0.8666666666666667,0.0,0.0,0.8666666666666667,0.7666666666666667,0.8666666666666667,0.9666666666666667
24,GROVER,H3-2,ibm_fez,singleton,512,1.0,1.0,0.2825520833333333,0.2743633085241904,0.12317708333333334,0.0007216959145861692,1.0,1.0,0.9333333333333333,0.0,0.0,1.0,1.0,0.9333333333333333,1.0
25,GROVER,H3-2,ibm_fez,singleton,64,1.0,1.0,0.6968402777777778,0.7820349709993267,0.6041666666666666,2.698643517984323e-07,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
25,GROVER,H3-2,ibm_fez,singleton,128,1.0,1.0,0.6953497023809524,0.8004642952374019,0.6252604166666667,1.1941609585286852e-14,1.0,1.0,1.0,1.0,0.4666666666666667,1.0,1.0,1.0,1.0
25,GROVER,H3-2,ibm_fez,singleton,256,1.0,1.0,0.6944010416666667,0.8068968398221809,0.626953125,3.282741929629302e-30,1.0,1.0,1.0,1.0,0.5666666666666667,1.0,1.0,1.0,1.0
25,GROVER,H3-2,ibm_fez,singleton,512,1.0,1.0,0.7022135416666667,0.8108802989527146,0.6182942708333333,2.6697184862610127e-59,1.0,1.0,1.0,1.0,0.7333333333333333,1.0,1.0,1.0,1.0
26,GROVER,H3-2,ibm_fez,singleton,64,1.0,1.0,0.7722569444444445,0.838327377438366,0.7078125,1.8894702094596207e-09,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0
26,GROVER,H3-2,ibm_fez,singleton,128,1.0,1.0,0.773251488095238,0.853466490859606,0.7067708333333333,8.109288552645297e-16,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0
26,GROVER,H3-2,ibm_fez,singleton,256,1.0,1.0,0.7710503472222222,0.8767752745654553,0.72578125,4.6883754930061753e-39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,GROVER,H3-2,ibm_fez,singleton,512,1.0,1.0,0.7725260416666667,0.8844535838507108,0.7250651041666667,6.900076877290825e-83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,GROVER,H3-2,ibm_fez,singleton,64,1.0,1.0,0.8313194444444445,0.863957467994926,0.7526041666666666,5.871944970768188e-10,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0
27,GROVER,H3-2,ibm_fez,singleton,128,1.0,1.0,0.8305059523809525,0.9009642744125262,0.7841145833333333,1.808698476547797e-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
